# time          
# Time          	cpu             	clock           
70              	4.92300000e+01	50
71              	4.99000000e+01	50
72              	5.05600000e+01	51
73              	5.12100000e+01	51
74              	5.18600000e+01	52
75              	5.25200000e+01	53
76              	5.31900000e+01	53
77              	5.38400000e+01	54
78              	5.45000000e+01	55
79              	5.51600000e+01	55
80              	5.58200000e+01	56
81              	5.64900000e+01	57
82              	5.71500000e+01	57
83              	5.78100000e+01	58
84              	5.85100000e+01	59
85              	5.91900000e+01	59
86              	5.98700000e+01	60
87              	6.05300000e+01	61
88              	6.12000000e+01	61
89              	6.19000000e+01	62
90              	6.25600000e+01	63
91              	6.32200000e+01	64
92              	6.38900000e+01	64
93              	6.45400000e+01	65
94              	6.52000000e+01	65
95              	6.58500000e+01	66
96              	6.65300000e+01	67
97              	6.71700000e+01	67
98              	6.78200000e+01	68
99              	6.84500000e+01	69
100             	6.91000000e+01	69
101             	6.97500000e+01	70
102             	7.03900000e+01	71
103             	7.10300000e+01	71
104             	7.16700000e+01	72
105             	7.23100000e+01	73
106             	7.29600000e+01	73
107             	7.36200000e+01	74
108             	7.42600000e+01	75
109             	7.49200000e+01	75
110             	7.55700000e+01	76
111             	7.62500000e+01	77
112             	7.69000000e+01	77
113             	7.75600000e+01	78
114             	7.82200000e+01	79
115             	7.88700000e+01	79
116             	7.95200000e+01	80
117             	8.01700000e+01	80
118             	8.08100000e+01	81
119             	8.14900000e+01	82
120             	8.21400000e+01	82
121             	8.27800000e+01	83
122             	8.34200000e+01	84
123             	8.40600000e+01	84
124             	8.47000000e+01	85
125             	8.53400000e+01	86
126             	8.59900000e+01	86
127             	8.66300000e+01	87
128             	8.72700000e+01	88
129             	8.79300000e+01	88
130             	8.85700000e+01	89
131             	8.92200000e+01	90
132             	8.98600000e+01	90
133             	9.05000000e+01	91
134             	9.11300000e+01	91
135             	9.17800000e+01	92
136             	9.24200000e+01	93
137             	9.30600000e+01	93
138             	9.37000000e+01	94
139             	9.43500000e+01	95
140             	9.50200000e+01	95
141             	9.56700000e+01	96
142             	9.63200000e+01	97
143             	9.69800000e+01	97
144             	9.76300000e+01	98
145             	9.82900000e+01	99
146             	9.89600000e+01	99
147             	9.96300000e+01	100
148             	1.00300000e+02	101
149             	1.00980000e+02	101
150             	1.01640000e+02	102
151             	1.02280000e+02	103
152             	1.02940000e+02	103
153             	1.03590000e+02	104
154             	1.04250000e+02	105
155             	1.04900000e+02	105
156             	1.05550000e+02	106
157             	1.06200000e+02	106
158             	1.06890000e+02	107
159             	1.07550000e+02	108
160             	1.08200000e+02	108
161             	1.08860000e+02	109
162             	1.09510000e+02	110
163             	1.10170000e+02	110
164             	1.10820000e+02	111
165             	1.11470000e+02	112
166             	1.12120000e+02	112
167             	1.12780000e+02	113
168             	1.13440000e+02	114
169             	1.14090000e+02	114
170             	1.14750000e+02	115
171             	1.15420000e+02	116
172             	1.16070000e+02	116
173             	1.16730000e+02	117
174             	1.17380000e+02	118
175             	1.18030000e+02	118
176             	1.18680000e+02	119
177             	1.19340000e+02	120
178             	1.20000000e+02	120
179             	1.20650000e+02	121
180             	1.21310000e+02	122
181             	1.21960000e+02	122
182             	1.22610000e+02	123
183             	1.23280000e+02	124
184             	1.23940000e+02	124
185             	1.24600000e+02	125
186             	1.25250000e+02	126
187             	1.25910000e+02	126
188             	1.26580000e+02	127
189             	1.27250000e+02	128
190             	1.27910000e+02	128
191             	1.28570000e+02	129
192             	1.29240000e+02	130
193             	1.29910000e+02	130
194             	1.30580000e+02	131
195             	1.31250000e+02	132
196             	1.31900000e+02	132
197             	1.32560000e+02	133
198             	1.33210000e+02	134
199             	1.33860000e+02	134
200             	1.34510000e+02	135
201             	1.35170000e+02	135
202             	1.35820000e+02	136
203             	1.36470000e+02	137
204             	1.37160000e+02	137
205             	1.37800000e+02	138
206             	1.38460000e+02	139
207             	1.39120000e+02	139
208             	1.39760000e+02	140
209             	1.40420000e+02	141
210             	1.41070000e+02	141
211             	1.41720000e+02	142
212             	1.42370000e+02	143
213             	1.43040000e+02	143
214             	1.43690000e+02	144
215             	1.44350000e+02	145
216             	1.45010000e+02	145
217             	1.45670000e+02	146
218             	1.46330000e+02	147
219             	1.46970000e+02	147
220             	1.47620000e+02	148
221             	1.48280000e+02	149
222             	1.48930000e+02	149
223             	1.49580000e+02	150
224             	1.50230000e+02	151
225             	1.50880000e+02	151
226             	1.51540000e+02	152
227             	1.52180000e+02	152
228             	1.52840000e+02	153
229             	1.53510000e+02	154
230             	1.54160000e+02	154
231             	1.54830000e+02	155
232             	1.55480000e+02	156
233             	1.56130000e+02	156
234             	1.56790000e+02	157
235             	1.57450000e+02	158
236             	1.58120000e+02	158
237             	1.58770000e+02	159
238             	1.59420000e+02	160
239             	1.60100000e+02	160
240             	1.60760000e+02	161
241             	1.61430000e+02	162
242             	1.62080000e+02	162
243             	1.62740000e+02	163
244             	1.63390000e+02	164
245             	1.64040000e+02	164
246             	1.64690000e+02	165
247             	1.65350000e+02	166
248             	1.66010000e+02	166
249             	1.66670000e+02	167
250             	1.67380000e+02	168
251             	1.68950000e+02	169
252             	1.69610000e+02	170
253             	1.70260000e+02	171
254             	1.70920000e+02	171
255             	1.71560000e+02	172
256             	1.72210000e+02	173
257             	1.72880000e+02	173
258             	1.73540000e+02	174
259             	1.74180000e+02	174
260             	1.74840000e+02	175
261             	1.75520000e+02	176
262             	1.76170000e+02	176
263             	1.76820000e+02	177
264             	1.77470000e+02	178
265             	1.78120000e+02	178
266             	1.78780000e+02	179
267             	1.79430000e+02	180
268             	1.80080000e+02	180
269             	1.80740000e+02	181
270             	1.81400000e+02	182
271             	1.82050000e+02	182
272             	1.82700000e+02	183
273             	1.83380000e+02	184
274             	1.84040000e+02	184
275             	1.84720000e+02	185
276             	1.85380000e+02	186
277             	1.86030000e+02	186
278             	1.86700000e+02	187
279             	1.87370000e+02	188
280             	1.88040000e+02	188
281             	1.88700000e+02	189
282             	1.89370000e+02	190
283             	1.90050000e+02	190
284             	1.90720000e+02	191
285             	1.91390000e+02	192
286             	1.92040000e+02	192
287             	1.92700000e+02	193
288             	1.93350000e+02	194
289             	1.94000000e+02	194
290             	1.94650000e+02	195
291             	1.95300000e+02	196
292             	1.95960000e+02	196
293             	1.96620000e+02	197
294             	1.97310000e+02	198
295             	1.97960000e+02	198
296             	1.98610000e+02	199
297             	1.99270000e+02	200
298             	1.99920000e+02	200
299             	2.00590000e+02	201
300             	2.01250000e+02	202
301             	2.01900000e+02	202
302             	2.02560000e+02	203
303             	2.03220000e+02	204
304             	2.03870000e+02	204
305             	2.04530000e+02	205
306             	2.05190000e+02	205
307             	2.05850000e+02	206
308             	2.06500000e+02	207
309             	2.07140000e+02	207
310             	2.07800000e+02	208
311             	2.08440000e+02	209
312             	2.09090000e+02	209
313             	2.09750000e+02	210
314             	2.10390000e+02	211
315             	2.11040000e+02	211
316             	2.11690000e+02	212
317             	2.12350000e+02	213
318             	2.13010000e+02	213
319             	2.13660000e+02	214
320             	2.14310000e+02	215
321             	2.14980000e+02	215
322             	2.15640000e+02	216
323             	2.16290000e+02	217
324             	2.16960000e+02	217
325             	2.17610000e+02	218
326             	2.18270000e+02	219
327             	2.18920000e+02	219
328             	2.19600000e+02	220
329             	2.20270000e+02	221
330             	2.20940000e+02	221
331             	2.21600000e+02	222
332             	2.22260000e+02	223
333             	2.22910000e+02	223
334             	2.23570000e+02	224
335             	2.24220000e+02	225
336             	2.24880000e+02	225
337             	2.25530000e+02	226
338             	2.26190000e+02	226
339             	2.26860000e+02	227
340             	2.27560000e+02	228
341             	2.28220000e+02	229
342             	2.28880000e+02	229
343             	2.29530000e+02	230
344             	2.30180000e+02	230
345             	2.30830000e+02	231
346             	2.31500000e+02	232
347             	2.32150000e+02	232
348             	2.32810000e+02	233
349             	2.33470000e+02	234
350             	2.34120000e+02	234
351             	2.34780000e+02	235
352             	2.35450000e+02	236
353             	2.36110000e+02	236
354             	2.36770000e+02	237
355             	2.37430000e+02	238
356             	2.38090000e+02	238
357             	2.38740000e+02	239
358             	2.39410000e+02	240
359             	2.40070000e+02	240
360             	2.40720000e+02	241
361             	2.41420000e+02	242
362             	2.42090000e+02	242
363             	2.42740000e+02	243
364             	2.43430000e+02	244
365             	2.44080000e+02	244
366             	2.44750000e+02	245
367             	2.45400000e+02	246
368             	2.46050000e+02	246
369             	2.46710000e+02	247
370             	2.47370000e+02	248
371             	2.48040000e+02	248
372             	2.48690000e+02	249
373             	2.49350000e+02	250
374             	2.50030000e+02	250
375             	2.50710000e+02	251
376             	2.51370000e+02	252
377             	2.52010000e+02	252
378             	2.52670000e+02	253
379             	2.53330000e+02	254
380             	2.54010000e+02	254
381             	2.54690000e+02	255
382             	2.55370000e+02	256
383             	2.56020000e+02	256
384             	2.56690000e+02	257
385             	2.57370000e+02	258
386             	2.58030000e+02	258
387             	2.58670000e+02	259
388             	2.59320000e+02	260
389             	2.59970000e+02	260
390             	2.60620000e+02	261
391             	2.61260000e+02	262
392             	2.61910000e+02	262
393             	2.62560000e+02	263
394             	2.63230000e+02	264
395             	2.63870000e+02	264
396             	2.64510000e+02	265
397             	2.65180000e+02	265
398             	2.65830000e+02	266
399             	2.66490000e+02	267
400             	2.67130000e+02	267
401             	2.67780000e+02	268
402             	2.68420000e+02	269
403             	2.69070000e+02	269
404             	2.69720000e+02	270
405             	2.70360000e+02	271
406             	2.71020000e+02	271
407             	2.71670000e+02	272
408             	2.72330000e+02	273
409             	2.72990000e+02	273
410             	2.73640000e+02	274
411             	2.74310000e+02	275
412             	2.75010000e+02	275
413             	2.75690000e+02	276
414             	2.76370000e+02	277
415             	2.77050000e+02	277
416             	2.77740000e+02	278
417             	2.78410000e+02	279
418             	2.79090000e+02	279
419             	2.79780000e+02	280
420             	2.80470000e+02	281
421             	2.81160000e+02	281
422             	2.81810000e+02	282
423             	2.82490000e+02	283
424             	2.83160000e+02	283
425             	2.83810000e+02	284
426             	2.84490000e+02	285
427             	2.85150000e+02	285
428             	2.85810000e+02	286
429             	2.86470000e+02	287
430             	2.87150000e+02	287
431             	2.87810000e+02	288
432             	2.88450000e+02	289
433             	2.89100000e+02	289
434             	2.89740000e+02	290
435             	2.90390000e+02	291
436             	2.91040000e+02	291
437             	2.91690000e+02	292
438             	2.92360000e+02	293
439             	2.93020000e+02	293
440             	2.93680000e+02	294
441             	2.94330000e+02	295
442             	2.95000000e+02	295
443             	2.95680000e+02	296
444             	2.96340000e+02	297
445             	2.97000000e+02	297
446             	2.97670000e+02	298
447             	2.98320000e+02	299
448             	2.98990000e+02	299
449             	2.99650000e+02	300
450             	3.00300000e+02	301
451             	3.00960000e+02	301
452             	3.01610000e+02	302
453             	3.02280000e+02	303
454             	3.02940000e+02	303
455             	3.03610000e+02	304
456             	3.04270000e+02	305
457             	3.04930000e+02	305
458             	3.05580000e+02	306
459             	3.06250000e+02	307
460             	3.06910000e+02	307
461             	3.07560000e+02	308
462             	3.08210000e+02	309
463             	3.08860000e+02	309
464             	3.09510000e+02	310
465             	3.10180000e+02	310
466             	3.10840000e+02	311
467             	3.11500000e+02	312
468             	3.12150000e+02	312
469             	3.12800000e+02	313
470             	3.13450000e+02	314
471             	3.14090000e+02	314
472             	3.14740000e+02	315
473             	3.15380000e+02	316
474             	3.16030000e+02	316
475             	3.16680000e+02	317
476             	3.17360000e+02	318
477             	3.18020000e+02	318
478             	3.18660000e+02	319
479             	3.19310000e+02	320
480             	3.19950000e+02	320
481             	3.20590000e+02	321
482             	3.21240000e+02	322
483             	3.21880000e+02	322
484             	3.22530000e+02	323
485             	3.23190000e+02	323
486             	3.23830000e+02	324
487             	3.24480000e+02	325
488             	3.25130000e+02	325
489             	3.25780000e+02	326
490             	3.26430000e+02	327
491             	3.27080000e+02	327
492             	3.27730000e+02	328
493             	3.28370000e+02	329
494             	3.29020000e+02	329
495             	3.29660000e+02	330
496             	3.30300000e+02	331
497             	3.30960000e+02	331
498             	3.31600000e+02	332
499             	3.32250000e+02	333
500             	3.32910000e+02	333
501             	3.34520000e+02	335
502             	3.35190000e+02	335
503             	3.35820000e+02	336
504             	3.36480000e+02	337
505             	3.37150000e+02	337
506             	3.37810000e+02	338
507             	3.38450000e+02	339
508             	3.39090000e+02	339
509             	3.39750000e+02	340
510             	3.40410000e+02	341
511             	3.41080000e+02	341
512             	3.41720000e+02	342
513             	3.42380000e+02	343
514             	3.43020000e+02	343
515             	3.43670000e+02	344
516             	3.44310000e+02	345
517             	3.44960000e+02	345
518             	3.45600000e+02	346
519             	3.46250000e+02	347
520             	3.46930000e+02	347
521             	3.47580000e+02	348
522             	3.48230000e+02	349
523             	3.48880000e+02	349
524             	3.49520000e+02	350
525             	3.50170000e+02	350
526             	3.50800000e+02	351
527             	3.51460000e+02	352
528             	3.52110000e+02	352
529             	3.52750000e+02	353
530             	3.53410000e+02	354
531             	3.54060000e+02	354
532             	3.54710000e+02	355
533             	3.55370000e+02	356
534             	3.56010000e+02	356
535             	3.56670000e+02	357
536             	3.57310000e+02	358
537             	3.57950000e+02	358
538             	3.58600000e+02	359
539             	3.59240000e+02	360
540             	3.59890000e+02	360
541             	3.60530000e+02	361
542             	3.61180000e+02	361
543             	3.61830000e+02	362
544             	3.62470000e+02	363
545             	3.63120000e+02	363
546             	3.63780000e+02	364
547             	3.64420000e+02	365
548             	3.65080000e+02	365
549             	3.65730000e+02	366
550             	3.66380000e+02	367
551             	3.67030000e+02	367
552             	3.67680000e+02	368
553             	3.68340000e+02	369
554             	3.68980000e+02	369
555             	3.69640000e+02	370
556             	3.70300000e+02	371
557             	3.70960000e+02	371
558             	3.71620000e+02	372
559             	3.72270000e+02	373
560             	3.72910000e+02	373
561             	3.73560000e+02	374
562             	3.74200000e+02	375
563             	3.74850000e+02	375
564             	3.75490000e+02	376
565             	3.76140000e+02	376
566             	3.76790000e+02	377
567             	3.77470000e+02	378
568             	3.78130000e+02	378
569             	3.78770000e+02	379
570             	3.79410000e+02	380
571             	3.80050000e+02	380
572             	3.80700000e+02	381
573             	3.81350000e+02	382
574             	3.82000000e+02	382
575             	3.82630000e+02	383
576             	3.83300000e+02	384
577             	3.83950000e+02	384
578             	3.84600000e+02	385
579             	3.85260000e+02	386
580             	3.85900000e+02	386
581             	3.86550000e+02	387
582             	3.87200000e+02	388
583             	3.87850000e+02	388
584             	3.88490000e+02	389
585             	3.89140000e+02	389
586             	3.89780000e+02	390
587             	3.90440000e+02	391
588             	3.91080000e+02	391
589             	3.91720000e+02	392
590             	3.92360000e+02	393
591             	3.93020000e+02	393
592             	3.93680000e+02	394
593             	3.94320000e+02	395
594             	3.94980000e+02	395
595             	3.95630000e+02	396
596             	3.96280000e+02	397
597             	3.96940000e+02	397
598             	3.97590000e+02	398
599             	3.98250000e+02	399
600             	3.98890000e+02	399
601             	3.99550000e+02	400
602             	4.00220000e+02	401
603             	4.00880000e+02	401
604             	4.01540000e+02	402
605             	4.02190000e+02	402
606             	4.02840000e+02	403
607             	4.03480000e+02	404
608             	4.04140000e+02	404
609             	4.04780000e+02	405
610             	4.05420000e+02	406
611             	4.06060000e+02	406
612             	4.06710000e+02	407
613             	4.07390000e+02	408
614             	4.08030000e+02	408
615             	4.08680000e+02	409
616             	4.09330000e+02	410
617             	4.09980000e+02	410
618             	4.10620000e+02	411
619             	4.11270000e+02	412
620             	4.11920000e+02	412
621             	4.12560000e+02	413
622             	4.13230000e+02	414
623             	4.13870000e+02	414
624             	4.14520000e+02	415
625             	4.15180000e+02	415
626             	4.15820000e+02	416
627             	4.16470000e+02	417
628             	4.17110000e+02	417
629             	4.17760000e+02	418
630             	4.18400000e+02	419
631             	4.19050000e+02	419
632             	4.19690000e+02	420
633             	4.20330000e+02	421
634             	4.20990000e+02	421
635             	4.21640000e+02	422
636             	4.22280000e+02	423
637             	4.22930000e+02	423
638             	4.23590000e+02	424
639             	4.24240000e+02	425
640             	4.24910000e+02	425
641             	4.25560000e+02	426
642             	4.26200000e+02	427
643             	4.26860000e+02	427
644             	4.27510000e+02	428
645             	4.28180000e+02	428
646             	4.28810000e+02	429
647             	4.29470000e+02	430
648             	4.30130000e+02	430
649             	4.30790000e+02	431
650             	4.31450000e+02	432
651             	4.32100000e+02	432
652             	4.32740000e+02	433
653             	4.33390000e+02	434
654             	4.34040000e+02	434
655             	4.34680000e+02	435
656             	4.35330000e+02	436
657             	4.35970000e+02	436
658             	4.36610000e+02	437
659             	4.37310000e+02	438
660             	4.37950000e+02	438
661             	4.38600000e+02	439
662             	4.39240000e+02	440
663             	4.39880000e+02	440
664             	4.40530000e+02	441
665             	4.41180000e+02	441
666             	4.41830000e+02	442
667             	4.42480000e+02	443
668             	4.43140000e+02	443
669             	4.43790000e+02	444
670             	4.44430000e+02	445
671             	4.45090000e+02	445
672             	4.45740000e+02	446
673             	4.46390000e+02	447
674             	4.47030000e+02	447
675             	4.47680000e+02	448
676             	4.48330000e+02	449
677             	4.48970000e+02	449
678             	4.49620000e+02	450
679             	4.50270000e+02	451
680             	4.50910000e+02	451
681             	4.51560000e+02	452
682             	4.52200000e+02	453
683             	4.52850000e+02	453
684             	4.53520000e+02	454
685             	4.54170000e+02	454
686             	4.54820000e+02	455
687             	4.55470000e+02	456
688             	4.56120000e+02	456
689             	4.56770000e+02	457
690             	4.57430000e+02	458
691             	4.58090000e+02	458
692             	4.58730000e+02	459
693             	4.59390000e+02	460
694             	4.60050000e+02	460
695             	4.60720000e+02	461
696             	4.61380000e+02	462
697             	4.62020000e+02	462
698             	4.62670000e+02	463
699             	4.63330000e+02	464
700             	4.63980000e+02	464
701             	4.64620000e+02	465
702             	4.65270000e+02	466
703             	4.65910000e+02	466
704             	4.66560000e+02	467
705             	4.67240000e+02	468
706             	4.67900000e+02	468
707             	4.68540000e+02	469
708             	4.69180000e+02	469
709             	4.69830000e+02	470
710             	4.70470000e+02	471
711             	4.71120000e+02	471
712             	4.71750000e+02	472
713             	4.72410000e+02	473
714             	4.73070000e+02	473
715             	4.73720000e+02	474
716             	4.74360000e+02	475
717             	4.75010000e+02	475
718             	4.75680000e+02	476
719             	4.76320000e+02	477
720             	4.76970000e+02	477
721             	4.77620000e+02	478
722             	4.78260000e+02	479
723             	4.78900000e+02	479
724             	4.79550000e+02	480
725             	4.80190000e+02	481
726             	4.80830000e+02	481
727             	4.81480000e+02	482
728             	4.82130000e+02	482
729             	4.82780000e+02	483
730             	4.83450000e+02	484
731             	4.84090000e+02	484
732             	4.84750000e+02	485
733             	4.85400000e+02	486
734             	4.86040000e+02	486
735             	4.86700000e+02	487
736             	4.87360000e+02	488
737             	4.88020000e+02	488
738             	4.88670000e+02	489
739             	4.89320000e+02	490
740             	4.89970000e+02	490
741             	4.90630000e+02	491
742             	4.91300000e+02	492
743             	4.91940000e+02	492
744             	4.92600000e+02	493
745             	4.93230000e+02	494
746             	4.93890000e+02	494
747             	4.94520000e+02	495
748             	4.95170000e+02	495
749             	4.95820000e+02	496
750             	4.96490000e+02	497
751             	4.98070000e+02	498
752             	4.98710000e+02	499
753             	4.99350000e+02	500
754             	5.00010000e+02	500
755             	5.00640000e+02	501
756             	5.01290000e+02	502
757             	5.01940000e+02	502
758             	5.02590000e+02	503
759             	5.03250000e+02	504
760             	5.03890000e+02	504
761             	5.04540000e+02	505
762             	5.05200000e+02	506
763             	5.05850000e+02	506
764             	5.06500000e+02	507
765             	5.07140000e+02	507
766             	5.07790000e+02	508
767             	5.08430000e+02	509
768             	5.09080000e+02	509
769             	5.09720000e+02	510
770             	5.10370000e+02	511
771             	5.11020000e+02	511
772             	5.11680000e+02	512
773             	5.12330000e+02	513
774             	5.12960000e+02	513
775             	5.13630000e+02	514
776             	5.14270000e+02	515
777             	5.14940000e+02	515
778             	5.15590000e+02	516
779             	5.16240000e+02	517
780             	5.16890000e+02	517
781             	5.17550000e+02	518
782             	5.18200000e+02	519
783             	5.18850000e+02	519
784             	5.19510000e+02	520
785             	5.20170000e+02	520
786             	5.20840000e+02	521
787             	5.21500000e+02	522
788             	5.22150000e+02	522
789             	5.22800000e+02	523
790             	5.23440000e+02	524
791             	5.24090000e+02	524
792             	5.24720000e+02	525
793             	5.25370000e+02	526
794             	5.26010000e+02	526
795             	5.26650000e+02	527
796             	5.27340000e+02	528
797             	5.27990000e+02	528
798             	5.28630000e+02	529
799             	5.29280000e+02	530
800             	5.29930000e+02	530
801             	5.30580000e+02	531
802             	5.31220000e+02	532
803             	5.31870000e+02	532
804             	5.32510000e+02	533
805             	5.33170000e+02	533
806             	5.33820000e+02	534
807             	5.34460000e+02	535
808             	5.35140000e+02	535
809             	5.35780000e+02	536
810             	5.36430000e+02	537
811             	5.37080000e+02	537
812             	5.37720000e+02	538
813             	5.38360000e+02	539
814             	5.39010000e+02	539
815             	5.39650000e+02	540
816             	5.40290000e+02	541
817             	5.40950000e+02	541
818             	5.41590000e+02	542
819             	5.42240000e+02	543
820             	5.42890000e+02	543
821             	5.43550000e+02	544
822             	5.44200000e+02	545
823             	5.44860000e+02	545
824             	5.45520000e+02	546
825             	5.46160000e+02	546
826             	5.46820000e+02	547
827             	5.47480000e+02	548
828             	5.48130000e+02	548
829             	5.48770000e+02	549
830             	5.49420000e+02	550
831             	5.50080000e+02	550
832             	5.50760000e+02	551
833             	5.51420000e+02	552
834             	5.52060000e+02	552
835             	5.52710000e+02	553
836             	5.53350000e+02	554
837             	5.54010000e+02	554
838             	5.54650000e+02	555
839             	5.55290000e+02	556
840             	5.55940000e+02	556
841             	5.56580000e+02	557
842             	5.57270000e+02	558
843             	5.57920000e+02	558
844             	5.58560000e+02	559
845             	5.59210000e+02	560
846             	5.59850000e+02	560
847             	5.60490000e+02	561
848             	5.61140000e+02	561
849             	5.61780000e+02	562
850             	5.62430000e+02	563
851             	5.63090000e+02	563
852             	5.63730000e+02	564
853             	5.64380000e+02	565
854             	5.65040000e+02	565
855             	5.65690000e+02	566
856             	5.66340000e+02	567
857             	5.66990000e+02	567
858             	5.67640000e+02	568
859             	5.68280000e+02	569
860             	5.68930000e+02	569
861             	5.69570000e+02	570
862             	5.70210000e+02	571
863             	5.70870000e+02	571
864             	5.71510000e+02	572
865             	5.72160000e+02	572
866             	5.72810000e+02	573
867             	5.73470000e+02	574
868             	5.74110000e+02	574
869             	5.74770000e+02	575
870             	5.75420000e+02	576
871             	5.76060000e+02	576
872             	5.76710000e+02	577
873             	5.77370000e+02	578
874             	5.78030000e+02	578
875             	5.78680000e+02	579
876             	5.79330000e+02	580
877             	5.80000000e+02	580
878             	5.80660000e+02	581
879             	5.81320000e+02	582
880             	5.81970000e+02	582
881             	5.82610000e+02	583
882             	5.83250000e+02	584
883             	5.83900000e+02	584
884             	5.84550000e+02	585
885             	5.85200000e+02	586
886             	5.85850000e+02	586
887             	5.86490000e+02	587
888             	5.87170000e+02	587
889             	5.87820000e+02	588
890             	5.88480000e+02	589
891             	5.89110000e+02	589
892             	5.89770000e+02	590
893             	5.90410000e+02	591
894             	5.91060000e+02	591
895             	5.91710000e+02	592
896             	5.92360000e+02	593
897             	5.93010000e+02	593
898             	5.93660000e+02	594
899             	5.94310000e+02	595
900             	5.94960000e+02	595
901             	5.95630000e+02	596
902             	5.96270000e+02	597
903             	5.96920000e+02	597
904             	5.97570000e+02	598
905             	5.98210000e+02	599
906             	5.98860000e+02	599
907             	5.99500000e+02	600
908             	6.00150000e+02	600
909             	6.00800000e+02	601
910             	6.01440000e+02	602
911             	6.02090000e+02	602
912             	6.02740000e+02	603
913             	6.03400000e+02	604
914             	6.04050000e+02	604
915             	6.04700000e+02	605
916             	6.05350000e+02	606
917             	6.06000000e+02	606
918             	6.06670000e+02	607
919             	6.07320000e+02	608
920             	6.07980000e+02	608
921             	6.08630000e+02	609
922             	6.09280000e+02	610
923             	6.09950000e+02	610
924             	6.10600000e+02	611
925             	6.11260000e+02	612
926             	6.11910000e+02	612
927             	6.12560000e+02	613
928             	6.13200000e+02	614
929             	6.13840000e+02	614
930             	6.14500000e+02	615
931             	6.15140000e+02	615
932             	6.15780000e+02	616
933             	6.16430000e+02	617
934             	6.17100000e+02	617
935             	6.17770000e+02	618
936             	6.18410000e+02	619
937             	6.19060000e+02	619
938             	6.19700000e+02	620
939             	6.20340000e+02	621
940             	6.20990000e+02	621
941             	6.21640000e+02	622
942             	6.22290000e+02	623
943             	6.22930000e+02	623
944             	6.23590000e+02	624
945             	6.24240000e+02	625
946             	6.24880000e+02	625
947             	6.25540000e+02	626
948             	6.26190000e+02	627
949             	6.26840000e+02	627
950             	6.27480000e+02	628
951             	6.28130000e+02	628
952             	6.28770000e+02	629
953             	6.29420000e+02	630
954             	6.30060000e+02	630
955             	6.30710000e+02	631
956             	6.31360000e+02	632
957             	6.32000000e+02	632
958             	6.32650000e+02	633
959             	6.33330000e+02	634
960             	6.33970000e+02	634
961             	6.34610000e+02	635
962             	6.35280000e+02	636
963             	6.35930000e+02	636
964             	6.36590000e+02	637
965             	6.37250000e+02	638
966             	6.37900000e+02	638
967             	6.38550000e+02	639
968             	6.39200000e+02	640
969             	6.39870000e+02	640
970             	6.40520000e+02	641
971             	6.41190000e+02	642
972             	6.41840000e+02	642
973             	6.42480000e+02	643
974             	6.43130000e+02	643
975             	6.43770000e+02	644
976             	6.44420000e+02	645
977             	6.45070000e+02	645
978             	6.45720000e+02	646
979             	6.46360000e+02	647
980             	6.47030000e+02	647
981             	6.47690000e+02	648
982             	6.48340000e+02	649
983             	6.49000000e+02	649
984             	6.49650000e+02	650
985             	6.50290000e+02	651
986             	6.50940000e+02	651
987             	6.51580000e+02	652
988             	6.52220000e+02	653
989             	6.52860000e+02	653
990             	6.53520000e+02	654
991             	6.54170000e+02	654
992             	6.54820000e+02	655
993             	6.55490000e+02	656
994             	6.56130000e+02	656
995             	6.56770000e+02	657
996             	6.57410000e+02	658
